D_ID,CREATED,ORIGIN_PID,DESTINATION_PID,VALID_FROM,VALID_TO,COMPANY_ID,SUPPLIER_ID,EQUIPMENT_ID
370304961,2021-02-16T14:50:06.985Z,681,585,2021-02-11,2021-03-11,4023,40,4
374821400,2021-03-15T14:07:32.653Z,585,308,2021-03-15,2021-03-31,2469,1023,4
381180312,2021-05-04T18:55:01.099Z,764,681,2021-04-01,2021-04-14,3564,40,1
381817101,2021-04-16T12:21:10.903Z,529,681,2021-03-15,2021-03-31,3709,38,4
381013474,2021-04-15T12:10:53.194Z,266,681,2021-04-15,2021-04-30,2455,48,2
375855565,2021-03-17T20:30:44.823Z,912,681,2021-03-01,2021-03-31,1817,38,2
382646675,2021-04-21T10:35:33.437Z,736,681,2021-04-15,2021-04-30,2469,48,2
375310487,2021-03-15T23:10:35.898Z,898,681,2021-03-01,2021-03-14,3564,48,1
377434721,2021-03-25T13:48:54.355Z,806,638,2021-03-12,2021-03-31,4023,40,4
374827721,2021-03-15T14:13:07.363Z,736,54,2021-03-15,2021-03-31,2469,1023,4
379158668,2021-04-06T15:53:59.460Z,806,54,2021-04-01,2021-04-14,1817,48,2
384598056,2021-04-30T08:54:40.789Z,806,54,2021-05-01,2021-05-14,2469,1023,1
384281605,2021-04-28T16:37:32.847Z,806,504,2021-04-15,2021-04-30,1817,52,2
374972682,2021-03-15T23:05:19.282Z,678,688,2021-03-01,2021-03-07,3564,53,1
382848463,2021-04-22T10:16:05.862Z,898,504,2021-04-06,2021-04-14,4023,53,2
381150594,2021-04-15T16:40:10.619Z,723,308,2021-04-01,2021-04-30,3564,82,2
387864689,2021-05-12T13:38:39.338Z,781,218,2021-05-01,2021-05-14,2548,38,4
377936358,2021-03-30T09:54:48.586Z,898,218,2021-03-15,2021-03-31,2469,48,2
376930711,2021-03-24T10:55:55.558Z,54,191,2021-04-01,2021-04-30,2469,52,1
375038096,2021-03-15T23:16:55.355Z,266,218,2021-03-01,2021-03-14,3564,1023,4
370888565,2021-02-19T11:45:47.556Z,681,736,2021-02-15,2021-03-15,4023,43,2
380053445,2021-04-10T04:14:02.841Z,529,764,2021-04-01,2021-04-30,3564,249,1
388002654,2021-05-12T16:56:34.149Z,736,308,2021-05-01,2021-05-14,3564,43,1
377337473,2021-03-25T00:51:21.853Z,898,678,2021-03-16,2021-03-31,1817,114,2
375959794,2021-03-18T12:07:15.819Z,638,898,2021-03-04,2021-03-31,4023,40,4
377915413,2021-03-30T07:47:55.914Z,898,638,2021-04-01,2021-04-14,2469,52,2
381664534,2021-04-16T08:31:06.862Z,529,504,2021-04-01,2021-04-14,3709,1023,4
379402568,2021-04-07T14:03:21.688Z,806,218,2021-04-01,2021-04-14,2548,48,4
379402738,2021-04-07T14:03:21.688Z,736,638,2021-04-01,2021-04-14,2548,48,2
384608487,2021-04-30T08:54:40.791Z,191,54,2021-05-01,2021-05-14,2469,1023,4
388035022,2021-05-12T17:08:43.000Z,912,308,2021-05-01,2021-05-14,3564,48,2
387426026,2021-05-11T17:49:31.138Z,678,781,2021-05-01,2021-05-31,3709,82,1
387858569,2021-05-12T13:18:29.348Z,912,587,2021-05-01,2021-05-14,2548,53,1
375018702,2021-03-15T23:16:55.356Z,898,54,2021-03-01,2021-03-14,3564,43,4
385844134,2021-05-05T17:37:11.175Z,736,638,2021-04-09,2021-04-30,3564,38,2
372579935,2021-04-01T23:41:44.642Z,587,723,2021-02-05,2021-06-30,3564,190,4
371415657,2021-03-02T13:02:34.434Z,723,54,2021-02-10,2021-02-28,3564,40,1
385712304,2021-05-04T18:36:25.157Z,736,308,2021-04-15,2021-04-30,3564,53,4
385844461,2021-05-05T17:37:11.175Z,736,54,2021-04-15,2021-04-30,3564,1023,4
378857452,2021-04-10T04:44:50.289Z,191,587,2021-03-15,2021-03-31,3564,40,4
385895661,2021-05-05T17:37:11.151Z,266,218,2021-03-01,2021-04-30,3564,190,4
379403091,2021-04-07T14:03:21.687Z,585,587,2021-04-01,2021-04-14,2548,48,1
384107338,2021-04-27T09:13:07.180Z,54,736,2021-05-01,2021-05-31,2469,52,1
372055032,2021-03-17T12:25:40.561Z,191,54,2021-03-01,2021-03-14,4023,53,2
381181985,2021-05-04T18:55:01.101Z,723,54,2021-04-01,2021-04-14,3564,1023,1
377917401,2021-03-30T07:47:55.914Z,796,587,2021-04-01,2021-04-14,2469,52,4
371422216,2021-03-02T13:02:34.433Z,191,218,2021-02-10,2021-02-28,3564,38,1
375450883,2021-03-16T13:14:22.561Z,736,218,2021-03-01,2021-03-14,2548,48,2
371414600,2021-03-02T13:02:34.433Z,796,587,2021-02-10,2021-02-28,3564,38,2
387961542,2021-05-12T16:49:08.725Z,529,308,2021-05-01,2021-05-14,3564,38,4
386932573,2021-05-07T12:41:24.139Z,266,587,2021-05-01,2021-05-14,2548,48,1
378848791,2021-04-10T04:44:50.292Z,638,191,2021-03-15,2021-03-31,3564,1023,4
384588003,2021-04-30T08:36:56.099Z,781,218,2021-04-22,2021-04-30,4023,38,1
378940103,2021-04-02T01:28:02.493Z,308,898,2021-04-01,2021-04-02,3564,38,4
375864819,2021-03-17T20:30:44.822Z,688,218,2021-03-01,2021-03-31,1817,38,4
372206991,2021-03-01T09:26:52.689Z,764,504,2021-03-01,2021-03-14,2469,1023,1
378628421,2021-04-10T04:44:50.278Z,723,681,2021-03-15,2021-03-31,3564,40,4
375961029,2021-03-18T12:07:48.489Z,587,764,2021-03-05,2021-03-31,4023,40,4
374600003,2021-03-12T20:09:56.262Z,723,54,2021-03-01,2021-03-14,1817,48,1
378839582,2021-04-10T04:44:50.288Z,912,638,2021-03-15,2021-03-31,3564,53,1
375411038,2021-03-16T11:13:38.438Z,736,638,2021-03-01,2021-03-14,2548,1023,4
378840417,2021-04-10T05:05:23.268Z,898,638,2021-03-15,2021-03-31,3564,40,1
385432827,2021-05-04T14:31:26.173Z,585,764,2021-05-01,2021-05-31,621,249,4
374972480,2021-03-15T23:05:19.282Z,678,764,2021-03-08,2021-03-31,3564,53,4
379159032,2021-04-06T15:53:59.459Z,723,54,2021-04-01,2021-04-14,1817,48,1
382854246,2021-04-22T10:16:05.860Z,723,54,2021-04-06,2021-04-14,4023,53,2
377251378,2021-03-24T16:49:51.384Z,266,638,2021-03-15,2021-03-31,1817,48,2
375563973,2021-03-16T18:29:36.604Z,723,678,2021-03-01,2021-03-31,2548,38,1
374177166,2021-03-11T10:42:25.603Z,898,587,2021-03-15,2021-03-31,2455,1023,4
378535808,2021-04-01T22:41:28.663Z,723,308,2021-04-01,2021-04-14,1817,52,2
387706459,2021-05-12T08:22:21.424Z,266,638,2021-05-01,2021-05-14,4023,89,1
385285163,2021-05-03T17:17:35.070Z,638,266,2021-05-01,2021-10-31,2571,43,4
376381278,2021-03-19T12:36:28.186Z,723,218,2021-03-01,2021-03-14,4202,1023,2
373458551,2021-03-06T18:13:41.625Z,912,54,2021-02-15,2021-02-28,3123,52,2
374972431,2021-03-15T23:05:19.282Z,678,898,2021-03-01,2021-03-07,3564,53,1
376241439,2021-03-19T11:23:42.272Z,796,218,2021-02-09,2021-02-14,2469,38,1
379815022,2021-04-09T13:03:09.395Z,898,218,2021-04-01,2021-04-14,2548,53,2
376244230,2021-03-19T11:24:41.790Z,723,681,2021-02-15,2021-02-28,2469,38,2
378591093,2021-04-01T23:29:18.561Z,781,308,2021-03-15,2021-03-31,3564,43,1
381664511,2021-04-16T08:31:06.859Z,529,638,2021-04-01,2021-04-14,3709,1023,2
375547748,2021-03-16T17:29:02.060Z,796,218,2021-03-15,2021-03-31,2469,52,2
370918322,2021-02-19T17:00:27.425Z,308,781,2021-03-08,2021-03-31,3564,38,4
377977039,2021-03-30T10:42:40.894Z,796,308,2021-04-01,2021-04-14,2469,1023,2
385433809,2021-05-04T14:31:26.171Z,529,764,2021-05-01,2021-05-31,621,249,1
384229694,2021-04-28T08:05:33.086Z,266,678,2021-04-15,2021-04-30,2455,1023,1
371413756,2021-03-02T13:02:34.433Z,806,218,2021-02-10,2021-02-28,3564,40,4
379814917,2021-04-09T13:03:09.395Z,912,54,2021-04-01,2021-04-14,2548,53,2
384587389,2021-04-30T08:36:35.650Z,781,504,2021-04-12,2021-04-30,4023,38,2
374160064,2021-03-11T10:30:11.748Z,806,681,2021-03-01,2021-03-14,2455,1023,4
378628728,2021-04-10T04:44:50.278Z,723,638,2021-03-15,2021-03-31,3564,40,2
374041161,2021-03-10T14:42:12.685Z,796,308,2021-03-01,2021-03-14,4202,114,4
375563233,2021-03-16T18:29:36.606Z,781,54,2021-03-01,2021-03-31,2548,38,4
373357476,2021-03-06T17:21:09.289Z,806,504,2021-03-01,2021-03-14,1817,52,2
380207788,2021-04-10T05:05:23.378Z,796,308,2021-04-01,2021-04-14,3564,53,2
375647872,2021-03-17T10:35:31.441Z,191,681,2021-03-01,2021-03-14,2469,68,1
371413692,2021-03-02T13:02:34.433Z,806,587,2021-02-10,2021-02-28,3564,40,1
375682287,2021-03-17T11:21:37.114Z,764,308,2021-03-15,2021-03-31,2469,68,4
375855566,2021-03-17T20:32:06.539Z,912,681,2021-03-15,2021-03-31,1817,38,1
387261257,2021-05-11T08:54:30.245Z,898,678,2021-04-01,2021-04-14,2469,38,4
373084806,2021-03-04T19:15:04.704Z,585,764,2021-03-01,2021-03-31,621,249,4
384329928,2021-04-29T09:42:36.795Z,781,308,2021-04-01,2021-04-14,2469,53,2
387714900,2021-05-12T08:32:33.575Z,587,191,2021-05-01,2021-05-31,3709,52,4
386749246,2021-05-05T22:42:54.690Z,266,681,2021-05-01,2021-05-31,1817,38,2
375614852,2021-03-16T19:06:16.753Z,781,54,2021-03-01,2021-03-31,2469,53,2
387818599,2021-05-12T11:54:15.584Z,191,308,2021-05-06,2021-05-14,4023,40,2
387861131,2021-05-12T13:18:29.348Z,529,638,2021-05-01,2021-05-14,2548,53,4
385837649,2021-05-05T17:37:11.169Z,806,638,2021-04-15,2021-04-30,3564,1023,2
377916837,2021-03-30T07:47:55.914Z,806,587,2021-04-01,2021-04-14,2469,52,4
387279683,2021-05-11T11:01:17.295Z,266,681,2021-05-01,2021-05-14,2455,48,4
377434716,2021-03-25T13:48:54.354Z,806,678,2021-03-12,2021-03-31,4023,40,2
372054604,2021-02-26T10:17:05.498Z,191,504,2021-02-12,2021-02-28,4023,53,1
382863566,2021-04-22T10:16:05.860Z,266,54,2021-04-06,2021-04-14,4023,53,1
380490266,2021-04-14T09:58:08.533Z,736,504,2021-03-18,2021-03-31,4023,53,1
381210615,2021-05-05T17:37:10.992Z,723,638,2021-03-01,2021-04-30,3564,190,4
377809759,2021-03-29T15:45:43.857Z,912,638,2021-03-15,2021-03-31,2469,114,2
375868477,2021-03-17T20:32:06.553Z,529,504,2021-03-15,2021-03-31,1817,38,2
378628532,2021-04-15T16:51:02.534Z,723,218,2021-03-15,2021-03-16,3564,38,4
387921958,2021-05-12T16:39:31.364Z,736,308,2021-05-01,2021-05-14,3564,190,1
375314681,2021-03-15T23:10:35.897Z,796,638,2021-03-01,2021-03-14,3564,48,2
374179915,2021-03-11T10:42:25.603Z,764,681,2021-03-15,2021-03-31,2455,1023,2
378539024,2021-04-01T22:41:28.655Z,529,54,2021-04-01,2021-04-14,1817,52,1
375018188,2021-03-15T23:16:55.356Z,898,681,2021-03-01,2021-03-14,3564,43,2
378638093,2021-05-04T18:55:01.223Z,266,54,2021-03-15,2021-03-16,3564,38,1
378345387,2021-03-31T07:40:51.543Z,218,806,2021-03-01,2021-03-31,2469,68,2
374826618,2021-03-15T14:13:07.366Z,764,504,2021-03-15,2021-03-31,2469,1023,2
382621671,2021-04-21T10:14:18.905Z,806,587,2021-04-15,2021-04-30,2469,52,1
382623257,2021-04-21T10:14:18.910Z,736,54,2021-04-15,2021-04-30,2469,52,4
385427721,2021-05-04T14:31:26.196Z,796,723,2021-05-01,2021-05-31,621,249,2
384330253,2021-04-29T09:42:36.795Z,723,308,2021-04-01,2021-04-14,2469,53,2
370303806,2021-02-16T14:49:52.109Z,736,681,2021-02-08,2021-02-28,4023,40,4
378623757,2021-04-10T05:05:23.257Z,898,54,2021-03-15,2021-03-31,3564,1023,4
372639083,2021-03-02T13:22:12.322Z,191,638,2021-03-01,2021-03-14,2469,48,4
380996864,2021-04-15T11:57:34.633Z,764,587,2021-04-01,2021-04-14,2455,1023,4
372372725,2021-03-01T22:11:17.162Z,638,796,2021-02-15,2021-02-28,3709,38,2
387426970,2021-05-11T17:49:31.124Z,638,191,2021-05-01,2021-05-31,3709,82,1
386931569,2021-05-07T12:41:24.139Z,806,218,2021-05-01,2021-05-14,2548,48,1
384218888,2021-04-28T08:05:33.093Z,736,218,2021-04-15,2021-04-30,2455,1023,4
386931377,2021-05-07T12:41:24.140Z,796,54,2021-05-01,2021-05-14,2548,48,4
381146683,2021-04-15T16:40:10.451Z,806,308,2021-04-01,2021-04-14,3564,190,2
374766152,2021-03-15T09:06:53.185Z,781,218,2021-02-23,2021-02-28,4023,40,2
374160141,2021-03-11T10:30:11.741Z,806,54,2021-03-01,2021-03-14,2455,1023,1
377796126,2021-03-29T15:39:45.229Z,796,308,2021-02-15,2021-02-28,2469,48,1
372528765,2021-05-04T19:43:41.311Z,54,781,2021-02-18,2021-02-19,3564,89,2
375624658,2021-03-16T19:11:24.847Z,796,308,2021-03-15,2021-03-31,2469,53,4
377939141,2021-03-30T09:55:35.428Z,191,54,2021-04-01,2021-04-14,2469,48,2
384589817,2021-04-30T08:36:35.648Z,723,638,2021-04-12,2021-04-30,4023,38,2
386633578,2021-05-05T17:28:32.623Z,585,308,2021-05-01,2021-05-14,3564,53,4
370874737,2021-02-19T09:12:13.423Z,796,587,2021-02-08,2021-02-28,4023,53,4
377596587,2021-03-26T10:25:48.950Z,504,266,2021-03-01,2021-03-31,2666,52,1
374765751,2021-03-15T09:06:53.185Z,912,218,2021-02-23,2021-02-28,4023,40,2
374765890,2021-03-15T09:06:53.185Z,806,681,2021-02-23,2021-02-28,4023,40,4
388036799,2021-05-12T17:08:43.001Z,781,308,2021-05-01,2021-05-14,3564,1023,2
377943894,2021-03-30T10:18:35.476Z,723,218,2021-04-01,2021-04-14,2469,1023,4
375563906,2021-03-16T18:29:36.605Z,736,54,2021-03-01,2021-03-31,2548,38,2
381663780,2021-04-16T08:31:06.859Z,585,308,2021-04-01,2021-04-14,3709,1023,2
381182324,2021-05-04T18:55:01.100Z,723,218,2021-04-01,2021-04-14,3564,190,1
374767405,2021-03-15T09:06:53.185Z,266,504,2021-02-23,2021-02-28,4023,40,1
372499017,2021-03-15T23:16:55.324Z,912,638,2021-03-01,2021-03-14,3564,53,2
372223299,2021-03-01T10:06:33.931Z,796,218,2021-03-01,2021-03-14,2469,114,4
380997822,2021-04-15T11:57:34.636Z,736,218,2021-04-01,2021-04-14,2455,1023,4
377936721,2021-03-30T09:54:48.586Z,806,218,2021-03-15,2021-03-31,2469,48,2
384332871,2021-04-29T09:43:04.624Z,736,308,2021-05-01,2021-05-14,2469,53,2
377914913,2021-03-30T07:47:55.909Z,912,587,2021-04-01,2021-04-14,2469,52,1
374904203,2021-03-15T21:49:48.472Z,912,585,2021-03-01,2021-03-31,3564,249,4
378842995,2021-04-10T05:05:23.267Z,796,218,2021-03-15,2021-03-31,3564,190,1
382847315,2021-04-22T10:16:27.481Z,912,587,2021-04-15,2021-04-30,4023,53,4
379815465,2021-04-09T13:03:09.395Z,796,504,2021-04-01,2021-04-14,2548,53,1
381011816,2021-04-15T12:10:53.194Z,796,638,2021-04-15,2021-04-30,2455,48,2
381663790,2021-04-16T08:31:06.853Z,585,218,2021-04-01,2021-04-14,3709,1023,1
387237018,2021-05-10T18:04:31.432Z,504,266,2021-05-01,2021-05-31,2666,52,2
387817093,2021-05-12T11:54:15.584Z,806,678,2021-05-06,2021-05-14,4023,40,4
374205595,2021-03-11T13:41:25.642Z,681,688,2021-04-01,2021-04-30,2455,1023,4
372050724,2021-02-26T10:17:05.518Z,723,587,2021-02-12,2021-03-14,4023,53,4
375316028,2021-03-15T23:10:35.898Z,781,681,2021-03-01,2021-03-14,3564,40,1
375218371,2021-04-01T22:26:17.688Z,54,723,2021-04-01,2021-04-30,1817,52,4
375334172,2021-03-15T23:10:35.897Z,266,681,2021-03-01,2021-03-14,3564,40,4
381669285,2021-04-16T08:31:06.852Z,266,54,2021-04-01,2021-04-14,3709,1023,1
387433326,2021-05-11T17:49:31.125Z,218,781,2021-05-01,2021-05-31,3709,82,1
375960148,2021-03-18T12:09:38.983Z,587,806,2021-03-08,2021-03-31,4023,40,1
385834436,2021-05-05T17:37:11.170Z,898,218,2021-04-15,2021-04-30,3564,40,2
372387096,2021-03-01T22:11:17.165Z,54,191,2021-02-15,2021-02-28,3709,38,4
382855379,2021-04-22T10:16:27.480Z,688,218,2021-04-15,2021-04-30,4023,53,1
377977038,2021-03-30T10:42:40.894Z,796,308,2021-04-01,2021-04-14,2469,1023,4
387220812,2021-05-10T14:19:40.687Z,585,796,2021-05-01,2022-04-30,2329,395,5
375963195,2021-03-18T12:07:15.819Z,218,806,2021-03-04,2021-03-31,4023,40,1
381685142,2021-04-16T10:05:26.131Z,529,504,2021-04-01,2021-04-14,4023,53,2
373676379,2021-03-08T20:11:04.787Z,218,764,2021-03-01,2021-03-31,3709,38,4
374914732,2021-03-15T21:49:48.480Z,723,781,2021-03-01,2021-03-31,3564,249,2
375313515,2021-03-15T23:10:35.898Z,806,681,2021-03-01,2021-03-14,3564,40,4
385887465,2021-05-05T17:37:11.151Z,736,681,2021-04-01,2021-06-30,3564,190,2
381160529,2021-04-15T16:40:10.451Z,266,308,2021-04-01,2021-04-30,3564,190,1
385839310,2021-05-05T17:37:11.167Z,796,218,2021-04-15,2021-04-30,3564,53,1
382652616,2021-04-21T10:49:19.564Z,898,54,2021-04-15,2021-04-30,2469,1023,4
387235657,2021-05-10T18:04:31.419Z,587,806,2021-05-01,2021-05-31,2666,52,1
375962866,2021-03-18T12:06:47.068Z,266,54,2021-02-26,2021-03-14,4023,40,4
370918362,2021-02-19T17:00:27.425Z,308,688,2021-03-08,2021-03-31,3564,38,4
383371734,2021-04-23T12:13:28.647Z,764,587,2021-04-15,2021-04-30,2548,53,1
386672759,2021-05-05T17:37:11.189Z,723,638,2021-04-13,2021-04-30,3564,53,4
377434894,2021-03-25T13:48:54.357Z,796,504,2021-03-12,2021-03-31,4023,40,2
377936501,2021-03-30T09:54:48.587Z,723,678,2021-03-15,2021-03-31,2469,48,1
387961538,2021-05-12T16:49:08.725Z,529,308,2021-04-15,2021-04-30,3564,89,1
384824902,2021-04-30T14:18:36.511Z,898,681,2021-04-15,2021-04-30,1817,48,4
373481415,2021-03-06T18:08:15.762Z,54,781,2021-03-01,2021-03-31,3123,52,2
378840412,2021-04-10T05:05:23.268Z,898,638,2021-03-15,2021-03-31,3564,43,4
377481992,2021-03-25T17:11:15.193Z,806,218,2021-03-01,2021-03-31,4219,408,1
377441882,2021-04-09T12:44:32.524Z,218,191,2021-04-01,2021-04-30,4023,40,1
378777881,2021-04-02T00:23:46.919Z,308,585,2021-04-01,2021-04-02,3564,48,1
375406916,2021-03-16T11:13:38.432Z,912,54,2021-03-01,2021-03-14,2548,1023,1
374766749,2021-03-15T09:06:53.185Z,764,54,2021-02-23,2021-02-28,4023,40,4
375864807,2021-03-17T20:30:44.830Z,688,504,2021-03-01,2021-03-31,1817,38,4
378845223,2021-04-10T04:44:50.289Z,723,587,2021-03-15,2021-03-31,3564,190,4
382571152,2021-04-21T08:33:18.838Z,796,736,2021-04-01,2021-04-30,621,249,4
375613357,2021-03-16T19:05:37.064Z,191,504,2021-03-01,2021-03-14,2469,53,1
377432810,2021-03-25T13:48:07.150Z,587,191,2021-03-11,2021-03-31,4023,40,2
376381306,2021-03-19T12:36:28.180Z,723,54,2021-03-01,2021-03-14,4202,1023,1
387993077,2021-05-12T16:56:34.147Z,898,678,2021-05-10,2021-05-14,3564,40,2
387522515,2021-05-11T18:16:32.380Z,218,191,2021-04-01,2021-04-30,3709,68,1
376380546,2021-03-19T12:36:28.180Z,764,218,2021-03-01,2021-03-14,4202,1023,1
381179909,2021-05-04T18:55:01.100Z,781,638,2021-04-01,2021-04-14,3564,53,1
382862860,2021-04-22T10:16:27.481Z,266,218,2021-04-15,2021-04-30,4023,53,4
377937320,2021-03-30T09:55:35.427Z,806,218,2021-04-01,2021-04-14,2469,48,2
375316521,2021-03-15T23:10:35.898Z,781,638,2021-03-01,2021-03-14,3564,190,1
381814406,2021-04-16T12:21:10.899Z,723,54,2021-03-15,2021-03-31,3709,38,1
380178622,2021-04-10T04:57:57.642Z,898,308,2021-04-01,2021-04-14,3564,68,1
372372950,2021-03-01T22:11:17.163Z,638,529,2021-02-15,2021-02-28,3709,38,4
377918463,2021-03-30T07:47:55.914Z,736,54,2021-04-01,2021-04-14,2469,52,2
377433578,2021-03-25T13:48:07.150Z,218,764,2021-03-11,2021-03-31,4023,40,2
385844957,2021-05-05T17:37:11.175Z,736,218,2021-04-15,2021-04-30,3564,53,2
384229701,2021-04-28T08:05:33.090Z,266,638,2021-04-15,2021-04-30,2455,1023,4
376313766,2021-03-19T11:45:39.900Z,153,587,2021-03-01,2022-02-28,449,42,2
372049151,2021-02-26T10:17:05.499Z,898,587,2021-02-12,2021-02-28,4023,53,4
385864904,2021-05-05T17:37:11.166Z,266,638,2021-04-15,2021-04-30,3564,40,4
381811982,2021-04-16T12:21:10.904Z,796,681,2021-03-15,2021-03-31,3709,38,2
377018273,2021-03-24T12:50:21.241Z,912,54,2021-03-15,2021-03-31,4023,53,2
380489665,2021-04-14T09:58:08.533Z,806,218,2021-03-18,2021-03-31,4023,53,2
375683335,2021-03-17T11:21:37.114Z,529,308,2021-03-15,2021-03-31,2469,68,4
376379358,2021-03-19T12:36:28.186Z,796,678,2021-03-01,2021-03-14,4202,1023,2
376313768,2021-03-19T11:45:39.895Z,153,585,2021-03-01,2022-02-28,449,42,4
375451321,2021-03-16T13:14:22.561Z,585,587,2021-03-01,2021-03-14,2548,48,2
381186632,2021-05-04T18:55:01.098Z,587,723,2021-04-05,2021-04-06,3564,40,4
374151776,2021-03-11T09:53:04.011Z,736,54,2021-03-01,2021-03-14,2455,48,1
386931538,2021-05-07T12:41:24.140Z,806,638,2021-05-01,2021-05-14,2548,48,2
385425886,2021-05-04T14:31:26.200Z,898,585,2021-05-01,2021-05-31,621,249,4
375643855,2021-03-17T10:34:57.817Z,529,587,2021-02-14,2021-02-28,2469,68,4
375555113,2021-03-16T17:29:02.060Z,266,218,2021-03-15,2021-03-31,2469,52,4
381123113,2021-04-15T14:42:17.489Z,898,587,2021-03-31,2021-04-14,4023,40,4
385834105,2021-05-05T17:37:11.170Z,898,638,2021-04-15,2021-04-30,3564,43,4
375965093,2021-03-18T12:07:15.821Z,54,781,2021-03-04,2021-03-31,4023,40,4
377936444,2021-03-30T09:54:48.585Z,736,587,2021-03-15,2021-03-31,2469,48,1
381180803,2021-05-04T19:19:35.962Z,736,587,2021-04-01,2021-04-14,3564,53,1
379751937,2021-04-08T22:22:46.226Z,587,688,2021-04-01,2021-04-30,2666,52,1
378855374,2021-04-10T04:44:50.288Z,266,218,2021-03-15,2021-03-31,3564,53,1
387220807,2021-05-10T14:19:40.678Z,585,898,2021-05-01,2022-04-30,2329,395,1
371437175,2021-04-10T04:44:50.091Z,638,585,2021-02-02,2021-02-03,3564,48,2
370918329,2021-02-19T17:00:27.425Z,308,764,2021-03-08,2021-03-31,3564,38,2
375645324,2021-03-17T10:35:31.442Z,898,638,2021-03-01,2021-03-14,2469,68,2
385758586,2021-05-04T18:55:01.221Z,266,638,2021-04-01,2021-04-14,3564,190,4
377936503,2021-03-30T09:54:48.586Z,723,638,2021-03-15,2021-03-31,2469,48,2
378234037,2021-03-30T14:59:54.075Z,898,587,2021-03-15,2021-03-31,2469,882,1
387261638,2021-05-11T08:54:30.245Z,723,678,2021-04-01,2021-04-14,2469,38,4
372223991,2021-03-01T11:47:15.538Z,764,218,2021-03-01,2021-03-14,3709,68,1
378939499,2021-04-02T01:28:02.493Z,308,806,2021-04-01,2021-04-02,3564,38,4
381816650,2021-04-16T12:21:11.117Z,529,504,2021-03-15,2021-03-31,3709,38,2
387938169,2021-05-12T16:39:31.364Z,308,796,2021-06-01,2021-06-30,3564,38,1
381123704,2021-04-15T14:42:17.489Z,764,218,2021-03-31,2021-04-14,4023,40,2
375021699,2021-05-04T19:43:41.831Z,781,638,2021-03-01,2021-03-14,3564,38,1
380492528,2021-04-14T09:58:08.533Z,266,587,2021-03-18,2021-03-31,4023,53,2
377432864,2021-03-25T13:48:07.155Z,504,796,2021-03-11,2021-03-31,4023,40,4
378845345,2021-04-10T04:44:50.289Z,723,54,2021-03-15,2021-03-31,3564,53,4
374993908,2021-03-15T21:57:03.102Z,266,308,2021-03-01,2021-03-14,3564,89,2
375856229,2021-03-17T20:30:44.822Z,898,54,2021-03-01,2021-03-31,1817,38,2
385759063,2021-05-04T18:55:01.222Z,191,218,2021-04-01,2021-04-14,3564,1023,1
387812677,2021-05-12T11:51:49.302Z,191,587,2021-05-01,2021-05-09,4023,40,4
372372650,2021-03-01T22:11:17.162Z,638,898,2021-02-15,2021-02-28,3709,38,1
375342051,2021-04-01T23:41:44.807Z,54,736,2021-02-05,2021-02-06,3564,190,4
374914712,2021-03-15T21:49:48.480Z,723,806,2021-03-01,2021-03-31,3564,249,1
375876176,2021-03-17T20:32:06.540Z,191,638,2021-03-15,2021-03-31,1817,38,2
374600156,2021-03-12T20:09:56.263Z,585,638,2021-03-01,2021-03-14,1817,48,4
378840453,2021-04-10T05:05:23.268Z,898,587,2021-03-15,2021-03-31,3564,40,1
375324522,2021-04-10T04:44:50.270Z,587,585,2021-03-05,2021-03-31,3564,40,1
387812920,2021-05-12T11:51:49.301Z,266,638,2021-05-01,2021-05-09,4023,40,1
387452174,2021-05-11T17:58:16.718Z,736,587,2021-05-01,2021-05-14,3709,68,4
375649260,2021-03-17T10:36:04.258Z,736,638,2021-03-15,2021-03-31,2469,68,1
370878253,2021-02-19T09:12:13.422Z,191,54,2021-02-08,2021-02-28,4023,53,2
387817523,2021-05-12T11:54:15.584Z,898,308,2021-05-06,2021-05-14,4023,40,4
377435823,2021-03-25T13:48:54.357Z,723,504,2021-03-12,2021-03-31,4023,40,2
385121233,2021-05-03T13:12:25.005Z,781,308,2021-04-14,2021-04-30,4023,40,2
372223926,2021-03-01T11:47:15.538Z,781,638,2021-03-01,2021-03-14,3709,68,4
387261306,2021-05-11T08:54:30.244Z,688,308,2021-04-01,2021-04-14,2469,38,1
387218186,2021-05-10T14:19:40.678Z,796,529,2021-05-01,2022-04-30,2329,395,1
382853985,2021-04-22T10:16:27.482Z,723,504,2021-04-15,2021-04-30,4023,53,2
385121198,2021-05-03T13:12:25.005Z,781,681,2021-04-14,2021-04-30,4023,40,1
381124314,2021-04-15T14:42:17.487Z,723,678,2021-03-31,2021-04-14,4023,40,4
380037551,2021-04-10T04:14:02.807Z,764,585,2021-04-01,2021-04-30,3564,249,2
380195492,2021-04-10T04:57:57.659Z,308,764,2021-04-01,2021-04-30,3564,1023,2
375336507,2021-03-15T23:10:35.898Z,191,587,2021-03-01,2021-03-14,3564,190,2
379418698,2021-04-07T14:52:03.641Z,736,638,2021-03-24,2021-03-31,1817,114,2
386743615,2021-05-05T22:42:54.690Z,723,638,2021-05-01,2021-05-31,1817,38,2
381154742,2021-04-15T16:40:10.625Z,585,308,2021-04-01,2021-04-14,3564,1023,4
382659870,2021-04-21T10:49:19.566Z,529,54,2021-04-15,2021-04-30,2469,1023,4
376377031,2021-03-19T12:36:28.187Z,912,54,2021-03-01,2021-03-14,4202,1023,4
