DAY,CURRENCY,RATE
2021-06-03,GNF,9801.673401
2021-06-04,NIO,35.34
2021-06-04,NOK,8.3064
2021-06-04,NPR,116.821209
2021-06-04,NZD,1.386358
2021-06-04,OMR,0.384998
2021-06-04,PAB,1
2021-06-04,PEN,3.8505
2021-06-04,PGK,3.5325
2021-06-04,PHP,47.691414
2021-06-04,PKR,154.5
2021-06-04,PLN,3.66595
2021-06-04,PYG,6760.989779
2021-06-04,QAR,3.641
2021-06-04,RON,4.0458
2021-06-04,RSD,96.981429
2021-06-04,RUB,72.8638
2021-06-04,RWF,1002.06292
2021-06-04,SAR,3.750252
2021-06-04,SBD,7.984064
2021-06-04,SCR,15.239325
2021-06-04,SDG,427.5
2021-06-04,SEK,8.27304
2021-06-04,MOP,7.989184
2021-06-04,LSL,13.56
2021-06-04,LTL,3.215858
2021-06-04,LVL,0.654582
2021-06-04,LYD,4.45
2021-06-04,MAD,8.8325
2021-06-04,MDL,17.605726
2021-06-04,MGA,3753
2021-06-04,MKD,50.809994
2021-06-04,MMK,1645.671013
2021-06-04,MNT,2850.956548
2021-06-04,NGN,411.5
2021-06-04,MRO,356.999828
2021-06-04,MRU,36.17
2021-06-04,MTL,0.683738
2021-06-04,MUR,40.500337
2021-06-04,MVR,15.455
2021-06-04,MWK,797.5
2021-06-04,MXN,19.96425
2021-06-04,MYR,4.128
2021-06-04,MZN,61.62
2021-06-04,NAD,13.495
2021-06-04,XDR,0.695921
2021-06-04,UYU,43.59758
2021-06-04,UZS,10545.369372
2021-06-04,VEF,248487.642241
2021-06-04,VES,3110025.5
2021-06-04,VND,22937.862249
2021-06-04,VUV,108.218608
2021-06-04,WST,2.51332
2021-06-04,XAF,539.116463
2021-06-04,XAG,0.03597123
2021-06-04,XAU,0.00052875
2021-06-04,XCD,2.70255
2021-06-04,USD,1
2021-06-04,XOF,539.116463
2021-06-04,XPD,0.00035164
2021-06-04,XPF,98.076104
2021-06-04,XPT,0.0008556
2021-06-04,YER,250.049973
2021-06-04,ZAR,13.4239
2021-06-04,ZMK,5253.075255
2021-06-04,ZMW,22.555505
2021-06-04,ZWL,322
2021-06-04,LRD,171.312475
2021-06-04,THB,31.125504
2021-06-04,SHP,0.70618
2021-06-04,SLL,10232.499899
2021-06-04,SOS,585
2021-06-04,SRD,14.154
2021-06-04,SSP,130.26
2021-06-04,STD,20736.892254
2021-06-04,STN,20.46
2021-06-04,SVC,8.747884
2021-06-04,SYP,1257.755089
2021-06-04,SZL,13.56
2021-06-04,SGD,1.324485
2021-06-04,TJS,11.403517
2021-06-04,TMT,3.51
2021-06-04,TND,2.7265
2021-06-04,TOP,2.23147
2021-06-04,TRY,8.6681
2021-06-04,TTD,6.782067
2021-06-04,TWD,27.5517
2021-06-04,TZS,2318.54
2021-06-04,UAH,27.247822
2021-06-04,UGX,3544.335145
2021-06-04,CNY,6.3952
2021-06-04,BTN,73.01301
2021-06-04,BWP,10.619246
2021-06-04,BYN,2.538414
2021-06-04,BYR,20026.25
2021-06-04,BZD,2.015275
2021-06-04,CAD,1.20835
2021-06-04,CDF,1995
2021-06-04,CHF,0.898975
2021-06-04,CLF,0.026032
2021-06-04,CLP,718.298646
2021-06-04,CNH,6.3925
2021-06-04,BTC,2.7245287e-05
2021-06-04,COP,3643.649586
2021-06-04,CRC,619.435866
2021-06-04,CUC,1
2021-06-04,CUP,25.75
2021-06-04,CVE,91.35
2021-06-04,CZK,20.8995
2021-06-04,DJF,178.0375
2021-06-04,DKK,6.112185
2021-06-04,DOP,57.04
2021-06-04,DZD,133.429775
2021-06-04,BAM,1.612849
2021-06-04,AED,3.6731
2021-06-04,AFN,78.449989
2021-06-04,ALL,101.19
2021-06-04,AMD,520.100752
2021-06-04,ANG,1.794658
2021-06-04,AOA,642
2021-06-04,ARS,94.788527
2021-06-04,AUD,1.291774
2021-06-04,AWG,1.8
2021-06-04,AZN,1.700805
2021-06-04,LKR,197.960729
2021-06-04,BBD,2
2021-06-04,BDT,84.643183
2021-06-04,BGN,1.607101
2021-06-04,BHD,0.377017
2021-06-04,BIF,1975
2021-06-04,BMD,1
2021-06-04,BND,1.328655
2021-06-04,BOB,6.939236
2021-06-04,BRL,5.048788
2021-06-04,BSD,1
2021-06-04,KGS,84.70555
2021-06-04,IMP,0.70618
2021-06-04,INR,72.90985
2021-06-04,IQD,1460.5
2021-06-04,IRR,42105
2021-06-04,ISK,120.9
2021-06-04,JEP,0.70618
2021-06-04,JMD,148.470477
2021-06-04,JOD,0.709
2021-06-04,JPY,109.50503928
2021-06-04,KES,107.9
2021-06-04,EGP,15.690562
2021-06-04,KHR,4080
2021-06-04,KMF,404.849892
2021-06-04,KPW,900
2021-06-04,KRW,1110.68
2021-06-04,KWD,0.30065
2021-06-04,KYD,0.833175
2021-06-04,KZT,427.541072
2021-06-04,LAK,9450
2021-06-04,LBP,1527.5
2021-06-04,EEK,14.573008
2021-06-04,IDR,14245.75
2021-06-04,ILS,3.25122
2021-06-04,ERN,15.001997
2021-06-04,ETB,43.15
2021-06-04,EUR,0.821878
2021-06-04,FJD,2.04505
2021-06-04,FKP,0.70618
2021-06-04,GBP,0.70618
2021-06-04,GEL,3.125
2021-06-04,GGP,0.70618
2021-06-04,GHS,5.78
2021-06-04,GMD,51.125
2021-06-04,GIP,0.70618
2021-06-04,HUF,284.33
2021-06-04,HTG,92.842395
2021-06-04,HRK,6.1671
2021-06-04,HNL,24.1
2021-06-04,HKD,7.7568
2021-06-04,GYD,208.983182
2021-06-04,GTQ,7.723486
2021-06-04,GNF,9808.428097
2021-06-05,NOK,8.3064
2021-06-05,NPR,116.821209
2021-06-05,NZD,1.386358
2021-06-05,OMR,0.384998
2021-06-05,PAB,1
2021-06-05,PEN,3.8505
2021-06-05,PGK,3.5325
2021-06-05,PHP,47.691414
2021-06-05,PKR,154.5
2021-06-05,PLN,3.66595
2021-06-05,PYG,6760.989779
2021-06-05,QAR,3.641
2021-06-05,RON,4.0458
2021-06-05,RSD,96.981429
2021-06-05,RUB,72.8638
2021-06-05,RWF,1002.06292
2021-06-05,SAR,3.750252
2021-06-05,SBD,7.984064
2021-06-05,SCR,15.239325
2021-06-05,SDG,427.5
2021-06-05,SEK,8.27304
2021-06-05,SGD,1.324485
2021-06-05,MRO,356.999828
2021-06-05,LTL,3.215858
2021-06-05,LVL,0.654582
2021-06-05,LYD,4.45
2021-06-05,MAD,8.8325
2021-06-05,MDL,17.605726
2021-06-05,MGA,3753
2021-06-05,MKD,50.809994
2021-06-05,MMK,1645.671013
2021-06-05,MNT,2850.956548
2021-06-05,MOP,7.989184
2021-06-05,NIO,35.34
2021-06-05,MRU,36.17
2021-06-05,MTL,0.683738
2021-06-05,MUR,40.500337
2021-06-05,MVR,15.455
2021-06-05,MWK,797.5
2021-06-05,MXN,19.96425
2021-06-05,MYR,4.128
2021-06-05,MZN,61.62
2021-06-05,NAD,13.495
2021-06-05,NGN,411.5
2021-06-05,XDR,0.693875
2021-06-05,UZS,10545.369372
2021-06-05,VEF,248487.642241
2021-06-05,VES,3110025.5
2021-06-05,VND,22937.862249
2021-06-05,VUV,108.218608
2021-06-05,WST,2.51332
2021-06-05,XAF,539.147884
2021-06-05,XAG,0.03597123
2021-06-05,XAU,0.00052875
2021-06-05,XCD,2.70255
2021-06-05,UYU,43.59758
2021-06-05,XOF,539.147884
2021-06-05,XPD,0.00035164
2021-06-05,XPF,98.08182
2021-06-05,XPT,0.0008556
2021-06-05,YER,250.049973
2021-06-05,ZAR,13.4239
2021-06-05,ZMK,5253.075255
2021-06-05,ZMW,22.555505
2021-06-05,ZWL,322
2021-06-05,LSL,13.56
2021-06-05,TJS,11.403517
2021-06-05,SLL,10235.00017
2021-06-05,SOS,585
2021-06-05,SRD,14.154
2021-06-05,SSP,130.26
2021-06-05,STD,20736.892254
2021-06-05,STN,20.46
2021-06-05,SVC,8.747884
2021-06-05,SYP,1257.755089
2021-06-05,SZL,13.56
2021-06-05,THB,31.125504
2021-06-05,SHP,0.70618
2021-06-05,TMT,3.51
2021-06-05,TND,2.7265
2021-06-05,TOP,2.23147
2021-06-05,TRY,8.6681
2021-06-05,TTD,6.782067
2021-06-05,TWD,27.5517
2021-06-05,TZS,2318.54
2021-06-05,UAH,27.247822
2021-06-05,UGX,3544.335145
2021-06-05,USD,1
2021-06-05,CNY,6.3952
2021-06-05,BTN,73.01301
2021-06-05,BWP,10.619246
2021-06-05,BYN,2.538414
2021-06-05,BYR,20026.25
2021-06-05,BZD,2.015275
2021-06-05,CAD,1.20835
2021-06-05,CDF,1995
2021-06-05,CHF,0.89908
2021-06-05,CLF,0.026032
2021-06-05,CLP,718.298646
2021-06-05,CNH,6.3925
2021-06-05,BTC,2.8206187e-05
2021-06-05,COP,3643.649586
2021-06-05,CRC,619.435866
2021-06-05,CUC,1
2021-06-05,CUP,25.75
2021-06-05,CVE,91.35
2021-06-05,CZK,20.8995
2021-06-05,DJF,178.0375
2021-06-05,DKK,6.112185
2021-06-05,DOP,57.04
2021-06-05,DZD,133.429775
2021-06-05,BAM,1.612849
2021-06-05,AED,3.6731
2021-06-05,AFN,78.449989
2021-06-05,ALL,101.19
2021-06-05,AMD,520.100752
2021-06-05,ANG,1.794658
2021-06-05,AOA,642
2021-06-05,ARS,94.788527
2021-06-05,AUD,1.291774
2021-06-05,AWG,1.8
2021-06-05,AZN,1.700805
2021-06-05,LRD,171.312475
2021-06-05,BBD,2
2021-06-05,BDT,84.643183
2021-06-05,BGN,1.607101
2021-06-05,BHD,0.377017
2021-06-05,BIF,1975
2021-06-05,BMD,1
2021-06-05,BND,1.328655
2021-06-05,BOB,6.939236
2021-06-05,BRL,5.048788
2021-06-05,BSD,1
2021-06-05,KHR,4080
2021-06-05,IMP,0.70618
2021-06-05,INR,72.90985
2021-06-05,IQD,1460.5
2021-06-05,IRR,42105
2021-06-05,ISK,120.9
2021-06-05,JEP,0.70618
2021-06-05,JMD,148.470477
2021-06-05,JOD,0.709
2021-06-05,JPY,109.50503928
2021-06-05,KES,107.9
2021-06-05,KGS,84.705202
2021-06-05,EGP,15.690562
2021-06-05,KMF,404.849892
2021-06-05,KPW,900
2021-06-05,KRW,1110.68
2021-06-05,KWD,0.30065
2021-06-05,KYD,0.833175
2021-06-05,KZT,427.541072
2021-06-05,LAK,9450
2021-06-05,LBP,1527.5
2021-06-05,LKR,197.960729
2021-06-05,EEK,14.573008
2021-06-05,IDR,14245.75
2021-06-05,ILS,3.25122
2021-06-05,ERN,15.001997
2021-06-05,ETB,43.15
2021-06-05,EUR,0.821926
2021-06-05,FJD,2.04505
2021-06-05,FKP,0.70618
2021-06-05,GBP,0.70618
2021-06-05,GEL,3.125
2021-06-05,GGP,0.70618
2021-06-05,GHS,5.78
2021-06-05,GMD,51.125
2021-06-05,GIP,0.70618
2021-06-05,HUF,284.33
2021-06-05,HTG,92.842395
2021-06-05,HRK,6.1671
2021-06-05,HNL,24.1
2021-06-05,HKD,7.7568
2021-06-05,GYD,208.983182
2021-06-05,GTQ,7.723486
2021-06-05,GNF,9808.428097
2021-06-06,NIO,35.34
2021-06-06,NOK,8.307215
2021-06-06,NPR,116.821209
2021-06-06,NZD,1.386963
2021-06-06,OMR,0.384998
2021-06-06,PAB,1
2021-06-06,PEN,3.870701
2021-06-06,PGK,3.5325
2021-06-06,PHP,47.689264
2021-06-06,PKR,154.5
2021-06-06,PLN,3.66256
2021-06-06,PYG,6760.989779
2021-06-06,QAR,3.641
2021-06-06,RON,4.0474
2021-06-06,RSD,96.981429
2021-06-06,RUB,73.00686
2021-06-06,RWF,1002.06292
2021-06-06,SAR,3.7501
2021-06-06,SBD,7.984064
2021-06-06,SCR,15.239325
2021-06-06,SDG,427.5
2021-06-06,SEK,8.2782
2021-06-06,MOP,7.989184
2021-06-06,LSL,13.56
2021-06-06,LTL,3.215858
2021-06-06,LVL,0.654582
2021-06-06,LYD,4.45
2021-06-06,MAD,8.848979
2021-06-06,MDL,17.605726
2021-06-06,MGA,3768.492579
2021-06-06,MKD,50.809994
2021-06-06,MMK,1645.671013
2021-06-06,MNT,2850.956548
2021-06-06,NGN,412.55
2021-06-06,MRO,356.999828
2021-06-06,MRU,36.17
2021-06-06,MTL,0.683738
2021-06-06,MUR,40.499996
2021-06-06,MVR,15.455
2021-06-06,MWK,797.951123
2021-06-06,MXN,19.957922
2021-06-06,MYR,4.128
2021-06-06,MZN,61.62
2021-06-06,NAD,13.495
2021-06-06,XDR,0.693875
2021-06-06,UYU,43.59758
2021-06-06,UZS,10545.369372
2021-06-06,VEF,248487.642241
2021-06-06,VES,3125000
2021-06-06,VND,22937.862249
2021-06-06,VUV,108.218608
2021-06-06,WST,2.51332
2021-06-06,XAF,539.140596
2021-06-06,XAG,0.03603084
2021-06-06,XAU,0.00052925
2021-06-06,XCD,2.70255
2021-06-06,USD,1
2021-06-06,XOF,539.140596
2021-06-06,XPD,0.00035163
2021-06-06,XPF,98.080494
2021-06-06,XPT,0.00085289
2021-06-06,YER,250.05
2021-06-06,ZAR,13.42377
2021-06-06,ZMK,5253.075255
2021-06-06,ZMW,22.555505
2021-06-06,ZWL,322
2021-06-06,ILS,3.250847
2021-06-06,THB,31.149997
2021-06-06,SHP,0.705965
2021-06-06,SLL,10235.00017
2021-06-06,SOS,585
2021-06-06,SRD,14.154
2021-06-06,SSP,130.26
2021-06-06,STD,20736.892254
2021-06-06,STN,20.46
2021-06-06,SVC,8.747884
2021-06-06,SYP,1257.555089
2021-06-06,SZL,13.56
2021-06-06,SGD,1.32441
2021-06-06,TJS,11.403517
2021-06-06,TMT,3.51
2021-06-06,TND,2.7265
2021-06-06,TOP,2.23145
2021-06-06,TRY,8.678
2021-06-06,TTD,6.782067
2021-06-06,TWD,27.551
2021-06-06,TZS,2318.77
2021-06-06,UAH,27.247822
2021-06-06,UGX,3544.335145
2021-06-06,CNY,6.3953
2021-06-06,BTN,73.01301
2021-06-06,BWP,10.619246
2021-06-06,BYN,2.538414
2021-06-06,BYR,20026.25
2021-06-06,BZD,2.015275
2021-06-06,CAD,1.20761
2021-06-06,CDF,1995
2021-06-06,CHF,0.899318
2021-06-06,CLF,0.026032
2021-06-06,CLP,718.298646
2021-06-06,CNH,6.39236
2021-06-06,BTC,2.7925807e-05
2021-06-06,COP,3643.516813
2021-06-06,CRC,619.435866
2021-06-06,CUC,1
2021-06-06,CUP,25.75
2021-06-06,CVE,91.35
2021-06-06,CZK,20.896501
2021-06-06,DJF,178.0375
2021-06-06,DKK,6.112675
2021-06-06,DOP,56.959095
2021-06-06,DZD,133.6
2021-06-06,BAM,1.612849
2021-06-06,AED,3.672975
2021-06-06,AFN,78.449989
2021-06-06,ALL,101.605866
2021-06-06,AMD,520.100775
2021-06-06,ANG,1.794658
2021-06-06,AOA,642
2021-06-06,ARS,94.7823
2021-06-06,AUD,1.291749
2021-06-06,AWG,1.8
2021-06-06,AZN,1.700805
2021-06-06,LKR,197.960729
2021-06-06,BBD,2
2021-06-06,BDT,84.643183
2021-06-06,BGN,1.607101
2021-06-06,BHD,0.377017
2021-06-06,BIF,1976.060701
2021-06-06,BMD,1
2021-06-06,BND,1.328655
2021-06-06,BOB,6.968584
2021-06-06,BRL,5.0461
2021-06-06,BSD,1
2021-06-06,KGS,84.705202
2021-06-06,IMP,0.705965
2021-06-06,INR,72.909948
2021-06-06,IQD,1460.5
2021-06-06,IRR,42140.000176
2021-06-06,ISK,120.9
2021-06-06,JEP,0.705965
2021-06-06,JMD,148.470477
2021-06-06,JOD,0.709
2021-06-06,JPY,109.6175
2021-06-06,KES,107.85
2021-06-06,EGP,15.6896
2021-06-06,KHR,4080
2021-06-06,KMF,404.85
2021-06-06,KPW,900
2021-06-06,KRW,1110.68004
2021-06-06,KWD,0.30065
2021-06-06,KYD,0.833175
2021-06-06,KZT,427.541072
2021-06-06,LAK,9439.292672
2021-06-06,LBP,1527.5
2021-06-06,LRD,171.250064
2021-06-06,IDR,14295
2021-06-06,EEK,14.573008
2021-06-06,ERN,15.001997
2021-06-06,ETB,43.15
2021-06-06,EUR,0.821915
2021-06-06,FJD,2.04505
2021-06-06,FKP,0.705965
2021-06-06,GBP,0.705965
2021-06-06,GEL,3.125
2021-06-06,GGP,0.705965
2021-06-06,GHS,5.793191
2021-06-06,GMD,51.125
2021-06-06,GIP,0.705965
2021-06-06,HUF,284.32
2021-06-06,HTG,92.842395
2021-06-06,HRK,6.1671
2021-06-06,HNL,24.1
2021-06-06,HKD,7.75719
2021-06-06,GYD,208.983182
2021-06-06,GTQ,7.723486
2021-06-06,GNF,9808.428097
2021-06-07,NOK,8.2651
2021-06-07,NPR,116.477636
2021-06-07,NZD,1.384169
2021-06-07,OMR,0.384974
2021-06-07,PAB,1
2021-06-07,PEN,3.837384
2021-06-07,PGK,3.533501
2021-06-07,PHP,47.615374
2021-06-07,PKR,155.09194
2021-06-07,PLN,3.664448
2021-06-07,PYG,6759.867632
2021-06-07,QAR,3.641
2021-06-07,RON,4.0381
2021-06-07,RSD,96.722056
2021-06-07,RUB,72.8275
2021-06-07,RWF,997.396187
2021-06-07,SAR,3.75049
2021-06-07,SBD,7.984064
2021-06-07,SCR,16.501374
2021-06-07,SDG,427.5
2021-06-07,LSL,13.488732
2021-06-07,SEK,8.262726
2021-06-07,MRO,356.999828
2021-06-07,LTL,3.215858
2021-06-07,LVL,0.654582
2021-06-07,LYD,4.454805
2021-06-07,MAD,8.827959
2021-06-07,MDL,17.604169
2021-06-07,MGA,3765.203709
2021-06-07,MKD,50.539102
2021-06-07,MMK,1645.826482
2021-06-07,MNT,2847.636548
2021-06-07,MOP,7.989751
2021-06-07,NIO,35.089015
2021-06-07,MRU,36.145633
2021-06-07,MTL,0.683738
2021-06-07,MUR,40.64794
2021-06-07,MVR,15.45
2021-06-07,MWK,797.595259
2021-06-07,MXN,19.8374
2021-06-07,MYR,4.128
2021-06-07,MZN,61.680001
2021-06-07,NAD,13.495
2021-06-07,NGN,412.54
2021-06-07,XDR,0.691514
2021-06-07,UYU,43.607304
2021-06-07,UZS,10537.391254
2021-06-07,VEF,248487.642241
2021-06-07,VES,3117512.75
2021-06-07,VND,22940.418682
2021-06-07,VUV,108.429608
2021-06-07,WST,2.519965
2021-06-07,XAF,538.071688
2021-06-07,XAG,0.03584486
2021-06-07,XAU,0.0005266
2021-06-07,XCD,2.70255
2021-06-07,USD,1
2021-06-07,XOF,538.071688
2021-06-07,XPD,0.00035269
2021-06-07,XPF,97.886038
2021-06-07,XPT,0.00084998
2021-06-07,YER,250.049973
2021-06-07,ZAR,13.53286
2021-06-07,ZMK,5253.075255
2021-06-07,ZMW,22.543041
2021-06-07,ZWL,322
2021-06-07,AED,3.6732
2021-06-07,THB,31.181402
2021-06-07,SHP,0.705429
2021-06-07,SLL,10331.199926
2021-06-07,SOS,581.05611
2021-06-07,SRD,14.154
2021-06-07,SSP,130.26
2021-06-07,STD,20517.592254
2021-06-07,STN,20.46
2021-06-07,SVC,8.749548
2021-06-07,SYP,1257.648423
2021-06-07,SZL,13.487594
2021-06-07,SGD,1.323
2021-06-07,TJS,11.404129
2021-06-07,TMT,3.51
2021-06-07,TND,2.7265
2021-06-07,TOP,2.23145
2021-06-07,TRY,8.613325
2021-06-07,TTD,6.782729
2021-06-07,TWD,27.6378
2021-06-07,TZS,2319
2021-06-07,UAH,27.175372
2021-06-07,UGX,3537.696177
2021-06-07,CNY,6.3974
2021-06-07,BTN,72.798101
2021-06-07,BWP,10.547577
2021-06-07,BYN,2.528584
2021-06-07,BYR,20026.25
2021-06-07,BZD,2.01553
2021-06-07,CAD,1.208694
2021-06-07,CDF,1993.800206
2021-06-07,CHF,0.897741
2021-06-07,CLF,0.025963
2021-06-07,CLP,716.399395
2021-06-07,CNH,6.388283
2021-06-07,BTC,2.9808751e-05
2021-06-07,COP,3597.201793
2021-06-07,CRC,619.493244
2021-06-07,CUC,1
2021-06-07,CUP,25.75
2021-06-07,CVE,90.8
2021-06-07,CZK,20.846301
2021-06-07,DJF,178.010106
2021-06-07,DKK,6.100275
2021-06-07,DOP,56.994759
2021-06-07,DZD,133.286263
2021-06-07,BAM,1.60881
2021-06-07,LRD,171.250032
2021-06-07,AFN,78.450006
2021-06-07,ALL,101.250857
2021-06-07,AMD,519.979739
2021-06-07,ANG,1.794836
2021-06-07,AOA,642
2021-06-07,ARS,94.9175
2021-06-07,AUD,1.289267
2021-06-07,AWG,1.8
2021-06-07,AZN,1.700805
2021-06-07,LKR,197.482946
2021-06-07,BBD,2
2021-06-07,BDT,84.787646
2021-06-07,BGN,1.602272
2021-06-07,BHD,0.377007
2021-06-07,BIF,1976.495119
2021-06-07,BMD,1
2021-06-07,BND,1.323825
2021-06-07,BOB,6.969425
2021-06-07,BRL,5.0467
2021-06-07,BSD,1
2021-06-07,KGS,84.651602
2021-06-07,IMP,0.705429
2021-06-07,INR,72.809645
2021-06-07,IQD,1459.525823
2021-06-07,IRR,42105
2021-06-07,ISK,120.34
2021-06-07,JEP,0.705429
2021-06-07,JMD,148.337183
2021-06-07,JOD,0.709
2021-06-07,JPY,109.2745
2021-06-07,KES,107.9
2021-06-07,EGP,15.6892
2021-06-07,KHR,4079.18435
2021-06-07,KMF,404.149747
2021-06-07,KPW,900
2021-06-07,KRW,1110.321224
2021-06-07,KWD,0.300586
2021-06-07,KYD,0.833251
2021-06-07,KZT,427.210542
2021-06-07,LAK,9449.277662
2021-06-07,LBP,1515.705649
2021-06-07,EEK,14.573008
2021-06-07,IDR,14246.75
2021-06-07,ILS,3.24639
2021-06-07,ERN,15.001997
2021-06-07,ETB,43.432774
2021-06-07,EUR,0.820285
2021-06-07,FJD,2.0289
2021-06-07,FKP,0.705429
2021-06-07,GBP,0.705429
2021-06-07,GEL,3.14
2021-06-07,GGP,0.705429
2021-06-07,GHS,5.803717
2021-06-07,GMD,51.15
2021-06-07,GIP,0.705429
2021-06-07,HUF,284.487429
2021-06-07,HTG,92.615895
2021-06-07,HRK,6.1525
2021-06-07,HNL,24.087521
2021-06-07,HKD,7.75945
2021-06-07,GYD,208.709249
2021-06-07,GTQ,7.724229
2021-06-07,GNF,9809.751247
2021-06-08,NOK,8.269006
2021-06-08,NPR,116.56899
2021-06-08,NZD,1.390956
2021-06-08,OMR,0.385007
2021-06-08,PAB,1
2021-06-08,PEN,3.922672
2021-06-08,PGK,3.509735
2021-06-08,PHP,47.711256
2021-06-08,PKR,155.561123
2021-06-08,PLN,3.666333
2021-06-08,PYG,6705.255087
2021-06-08,QAR,3.641
2021-06-08,RON,4.0444
2021-06-08,RSD,96.521971
2021-06-08,RUB,72.2781
2021-06-08,RWF,1002.038496
2021-06-08,SAR,3.751004
2021-06-08,SBD,7.984064
2021-06-08,SCR,16.066184
2021-06-08,SDG,427.5
2021-06-08,SEK,8.27296
2021-06-08,SGD,1.323911
2021-06-08,MRO,356.999828
2021-06-08,LTL,3.215858
2021-06-08,LVL,0.654582
2021-06-08,LYD,4.457576
2021-06-08,MAD,8.809739
2021-06-08,MDL,17.649228
2021-06-08,MGA,3772.110108
2021-06-08,MKD,50.616326
2021-06-08,MMK,1645.326026
2021-06-08,MNT,2847.636548
2021-06-08,MOP,7.988738
2021-06-08,NIO,34.911592
2021-06-08,MRU,36.12
2021-06-08,MTL,0.683738
2021-06-08,MUR,40.5
2021-06-08,MVR,15.45
2021-06-08,MWK,796.847346
2021-06-08,MXN,19.706001
2021-06-08,MYR,4.12
2021-06-08,MZN,61.935007
2021-06-08,NAD,13.58
2021-06-08,NGN,411.418678
2021-06-08,XDR,0.694029
2021-06-08,UZS,10527.73493
2021-06-08,VEF,248487.642241
2021-06-08,VES,3116077.25
2021-06-08,VND,22958.931733
2021-06-08,VUV,108.429608
2021-06-08,WST,2.519965
2021-06-08,XAF,538.879944
2021-06-08,XAG,0.03619518
2021-06-08,XAU,0.00052813
2021-06-08,XCD,2.70255
2021-06-08,UYU,43.59758
2021-06-08,XOF,538.879944
2021-06-08,XPD,0.00035575
2021-06-08,XPF,98.033076
2021-06-08,XPT,0.00085828
2021-06-08,YER,250.000125
2021-06-08,ZAR,13.573637
2021-06-08,ZMK,5253.075255
2021-06-08,ZMW,22.541085
2021-06-08,ZWL,322
2021-06-08,LSL,13.56546
2021-06-08,TJS,11.400486
2021-06-08,SLL,10331.199969
2021-06-08,SOS,580.341118
2021-06-08,SRD,20.8565
2021-06-08,SSP,130.26
2021-06-08,STD,20517.592254
2021-06-08,STN,20.45
2021-06-08,SVC,8.747188
2021-06-08,SYP,1257.655089
2021-06-08,SZL,13.56329
2021-06-08,THB,31.210042
2021-06-08,SHP,0.706754
2021-06-08,TMT,3.5
2021-06-08,TND,2.7365
2021-06-08,TOP,2.220531
2021-06-08,TRY,8.6047
2021-06-08,TTD,6.780728
2021-06-08,TWD,27.6019
2021-06-08,TZS,2318.088374
2021-06-08,UAH,27.142305
2021-06-08,UGX,3528.59319
2021-06-08,USD,1
2021-06-08,CNY,6.4005
2021-06-08,BTN,72.855002
2021-06-08,BWP,10.566729
2021-06-08,BYN,2.515309
2021-06-08,BYR,20026.25
2021-06-08,BZD,2.014907
2021-06-08,CAD,1.211337
2021-06-08,CDF,1992.493587
2021-06-08,CHF,0.896964
2021-06-08,CLF,0.02601
2021-06-08,CLP,717.699944
2021-06-08,CNH,6.40037
2021-06-08,BTC,2.9904935e-05
2021-06-08,COP,3608.947693
2021-06-08,CRC,618.812799
2021-06-08,CUC,1
2021-06-08,CUP,25.75
2021-06-08,CVE,90.875
2021-06-08,CZK,20.894899
2021-06-08,DJF,177.975122
2021-06-08,DKK,6.109239
2021-06-08,DOP,56.982393
2021-06-08,DZD,133.699585
2021-06-08,BAM,1.605482
2021-06-08,AED,3.6731
2021-06-08,AFN,78.500001
2021-06-08,ALL,100.909512
2021-06-08,AMD,519.815925
2021-06-08,ANG,1.794257
2021-06-08,AOA,642
2021-06-08,ARS,94.9307
2021-06-08,AUD,1.292508
2021-06-08,AWG,1.79775
2021-06-08,AZN,1.700805
2021-06-08,LRD,171.50003
2021-06-08,BBD,2
2021-06-08,BDT,84.752586
2021-06-08,BGN,1.608798
2021-06-08,BHD,0.377005
2021-06-08,BIF,1976.11922
2021-06-08,BMD,1
2021-06-08,BND,1.322974
2021-06-08,BOB,6.901547
2021-06-08,BRL,5.0364
2021-06-08,BSD,1
2021-06-08,KHR,4079.190198
2021-06-08,IMP,0.706754
2021-06-08,INR,72.975549
2021-06-08,IQD,1459.63197
2021-06-08,IRR,42105
2021-06-08,ISK,120.55
2021-06-08,JEP,0.706754
2021-06-08,JMD,148.288099
2021-06-08,JOD,0.709
2021-06-08,JPY,109.47143674
2021-06-08,KES,107.90557
2021-06-08,KGS,84.630849
2021-06-08,EGP,15.6511
2021-06-08,KMF,404.374936
2021-06-08,KPW,900
2021-06-08,KRW,1117.891945
2021-06-08,KWD,0.300834
2021-06-08,KYD,0.832998
2021-06-08,KZT,427.426809
2021-06-08,LAK,9444.801154
2021-06-08,LBP,1515.170472
2021-06-08,LKR,197.918699
2021-06-08,EEK,14.573008
2021-06-08,IDR,14281.8
2021-06-08,ILS,3.24369
2021-06-08,ERN,15.001997
2021-06-08,ETB,43.619377
2021-06-08,EUR,0.821517
2021-06-08,FJD,2.0334
2021-06-08,FKP,0.706754
2021-06-08,GBP,0.706754
2021-06-08,GEL,3.13
2021-06-08,GGP,0.706754
2021-06-08,GHS,5.8186
2021-06-08,GMD,51.2
2021-06-08,GNF,9812.881959
2021-06-08,GTQ,7.721922
2021-06-08,GYD,208.806952
2021-06-08,HKD,7.76025
2021-06-08,HNL,24.024395
2021-06-08,HRK,6.1608
2021-06-08,HTG,91.097671
2021-06-08,HUF,286.487452
2021-06-08,GIP,0.706754
2021-06-09,PLN,3.673811
2021-06-09,PKR,155.747321
