EQUIPMENT_ID,ORIGIN_PID,DESTINATION_PID,VALID_FROM,VALID_TO,COMPANY_ID,SUPPLIER_ID,avg_price,median_price
1,912,308,2021-03-15,2021-03-31,2469,1023,688.0,128.0
4,678,806,2021-03-01,2021-03-07,3564,53,240.14285714285714,75.0
2,898,218,2021-03-01,2021-03-14,3564,190,1302.25,457.5
1,266,54,2021-03-01,2021-03-14,3564,1023,908.25,291.5
4,191,308,2021-03-01,2021-03-14,3564,68,777.0,220.0
1,529,308,2021-03-01,2021-03-14,3564,48,394.625,98.5
2,898,681,2021-03-01,2021-03-14,3564,1023,1124.75,373.0
1,191,678,2021-03-01,2021-03-14,3564,40,511.85714285714283,36.0
1,191,504,2021-03-15,2021-03-31,2469,1023,808.2,112.0
1,736,218,2021-03-01,2021-03-14,3564,48,782.5,344.5
4,191,587,2021-02-23,2021-02-28,4023,40,1010.75,357.5
2,764,504,2021-03-15,2021-03-31,2469,1023,954.4,186.0
1,912,585,2021-03-01,2021-03-31,3564,249,233.0,173.0
1,912,638,2021-03-01,2021-03-14,3564,53,860.75,276.5
2,796,681,2021-03-01,2021-03-14,3564,40,1010.0,346.5
1,736,308,2021-03-01,2021-03-14,3564,43,478.42857142857144,43.5
2,898,723,2021-03-01,2021-03-31,3564,249,333.5,302.5
4,898,218,2021-02-23,2021-02-28,4023,40,1042.0,407.0
1,723,218,2021-03-01,2021-03-14,3564,190,1090.75,346.5
1,806,308,2021-03-01,2021-03-14,3564,114,556.1666666666666,222.5
4,529,54,2021-03-15,2021-03-31,2469,1023,922.0,232.0
2,529,54,2021-03-15,2021-03-31,2469,1023,918.4,223.0
2,191,504,2021-03-15,2021-03-31,2469,1023,965.0,205.0
1,191,308,2021-03-01,2021-03-14,3564,38,455.75,107.5
2,308,898,2021-03-01,2021-03-07,3564,53,152.28571428571428,74.0
2,266,308,2021-03-01,2021-03-14,3564,40,572.7142857142857,60.0
2,781,678,2021-02-23,2021-02-28,4023,40,931.25,356.0
1,764,308,2021-03-01,2021-03-14,3564,43,455.0,67.0
2,898,308,2021-02-23,2021-02-28,4023,40,900.0,352.5
2,266,308,2021-03-01,2021-03-14,3564,43,587.5,63.5
1,266,308,2021-03-01,2021-03-14,3564,68,643.4,166.0
4,191,308,2021-03-01,2021-03-14,3564,89,510.77777777777777,62.0
1,266,54,2021-03-01,2021-03-14,3564,43,816.5,289.0
2,266,308,2021-03-01,2021-03-14,3564,68,783.0,202.0
2,191,587,2021-03-01,2021-03-14,3564,48,1073.25,351.5
1,912,308,2021-03-01,2021-03-14,3564,68,565.5,156.0
4,308,266,2021-03-01,2021-03-07,3564,53,166.42857142857142,94.0
2,736,681,2021-02-23,2021-02-28,4023,40,1033.0,380.0
2,266,587,2021-03-01,2021-03-14,3564,190,1280.75,369.5
1,587,585,2021-02-05,2021-02-06,3564,190,414.75,412.5
1,585,587,2021-03-01,2021-03-14,3564,53,884.0,352.5
1,736,681,2021-03-01,2021-03-14,3564,48,778.5,341.0
2,191,54,2021-02-23,2021-02-28,4023,40,1017.75,355.5
2,736,678,2021-03-01,2021-03-14,3564,40,586.5714285714286,46.0
1,781,638,2021-02-23,2021-02-28,4023,40,814.25,271.0
1,266,736,2021-03-01,2021-03-31,3564,249,308.25,189.5
2,764,681,2021-02-23,2021-02-28,4023,40,1012.25,344.5
2,266,308,2021-03-01,2021-03-14,3564,82,442.6,144.5
1,266,308,2021-03-01,2021-03-14,3564,43,470.57142857142856,45.5
4,529,681,2021-03-15,2021-03-31,2469,1023,923.2,238.0
4,796,638,2021-02-23,2021-02-28,4023,40,1020.75,355.5
2,736,54,2021-03-01,2021-03-14,3564,38,1049.75,432.0
1,764,308,2021-03-01,2021-03-14,3564,53,438.75,64.0
4,585,218,2021-03-01,2021-03-14,3564,48,1094.25,451.0
1,723,587,2021-03-01,2021-03-14,3564,40,857.0,392.5
2,723,191,2021-03-01,2021-03-31,3564,249,209.25,174.0
1,796,54,2021-03-15,2021-03-31,1817,52,490.61553664030725,104.8650901829017
2,796,54,2021-03-01,2021-03-14,3564,48,1065.25,365.0
4,806,218,2021-03-01,2021-03-14,3564,53,1123.75,356.0
1,764,218,2021-03-15,2021-03-31,2469,1023,668.8,133.0
1,678,723,2021-03-01,2021-03-07,3564,53,314.3333333333333,74.5
4,218,796,2021-02-05,2021-02-06,3564,190,393.5,391.5
1,191,308,2021-03-01,2021-03-14,3564,68,631.4,163.0
4,688,681,2021-02-23,2021-02-28,4023,40,1045.25,398.5
1,681,191,2021-02-05,2021-02-06,3564,190,502.0,509.5
2,191,54,2021-03-01,2021-03-14,3564,190,1295.25,392.5
1,723,308,2021-03-01,2021-03-14,3564,190,686.8,256.0
1,191,54,2021-03-15,2021-03-31,1817,52,502.4664355492506,98.35371033695756
1,764,308,2021-03-01,2021-03-14,3564,68,560.5,119.5
2,191,308,2021-03-01,2021-03-14,3564,48,596.2857142857143,214.0
2,764,638,2021-03-01,2021-03-14,3564,40,1011.5,343.0
2,781,587,2021-03-01,2021-03-14,3564,190,1288.5,380.5
1,898,585,2021-03-01,2021-03-31,3564,249,254.5,179.5
2,898,587,2021-03-01,2021-03-14,3564,48,1083.25,404.5
2,796,638,2021-03-01,2021-03-14,3564,53,1093.0,334.0
1,308,736,2021-03-01,2021-03-07,3564,53,245.5,70.0
4,736,587,2021-03-01,2021-03-14,3564,48,1063.0,373.5
4,764,723,2021-03-01,2021-03-31,3564,249,263.25,291.5
4,806,681,2021-03-01,2021-03-14,3564,1023,1118.5,395.5
2,781,218,2021-03-01,2021-03-14,3564,190,1291.75,432.0
4,191,308,2021-03-01,2021-03-14,3564,53,567.0,77.0
2,898,681,2021-03-01,2021-03-14,3564,40,1031.75,377.0
4,191,218,2021-03-01,2021-03-14,3564,43,1006.25,370.5
1,806,308,2021-03-15,2021-03-31,2469,1023,668.6,113.0
2,796,681,2021-03-01,2021-03-14,3564,1023,1119.0,359.5
2,266,54,2021-03-01,2021-03-14,3564,48,1074.5,380.5
2,898,638,2021-03-01,2021-03-14,3564,190,1305.5,415.0
2,678,796,2021-03-01,2021-03-07,3564,53,241.71428571428572,82.0
1,806,54,2021-03-15,2021-03-31,2469,1023,678.4,154.0
2,898,308,2021-03-01,2021-03-14,3564,48,601.8571428571429,220.0
1,781,54,2021-03-01,2021-03-14,3564,40,811.0,282.5
1,781,54,2021-03-15,2021-03-31,1817,52,488.52968806598096,73.39048460745323
1,912,308,2021-03-01,2021-03-14,3564,82,331.09090909090907,122.0
4,191,638,2021-03-01,2021-03-14,3564,38,1072.75,423.5
2,806,218,2021-03-15,2021-03-31,2469,1023,837.8,168.0
4,764,308,2021-03-01,2021-03-14,3564,48,530.5,129.0
2,723,638,2021-03-01,2021-03-14,3564,40,1075.5,461.5
1,638,723,2021-02-05,2021-02-06,3564,190,456.5,456.5
1,736,308,2021-03-01,2021-03-14,3564,38,499.57142857142856,47.0
2,723,681,2021-03-01,2021-03-14,3564,43,1039.0,450.0
2,266,308,2021-03-01,2021-03-14,3564,53,533.75,72.5
1,764,681,2021-03-15,2021-03-31,2469,1023,681.2,154.0
1,764,308,2021-02-23,2021-02-28,4023,40,733.5,283.5
1,308,266,2021-03-01,2021-03-07,3564,53,194.57142857142858,60.0
2,678,764,2021-03-01,2021-03-07,3564,53,243.42857142857142,101.0
4,764,638,2021-02-23,2021-02-28,4023,40,1031.75,378.0
2,529,266,2021-03-01,2021-03-31,3564,249,235.25,238.0
2,781,681,2021-02-23,2021-02-28,4023,40,1007.0,352.0
4,898,308,2021-02-23,2021-02-28,4023,40,905.0,374.5
1,764,218,2021-03-01,2021-03-14,3564,40,809.25,275.0
4,912,308,2021-03-01,2021-03-14,3564,82,401.6363636363636,138.0
1,308,723,2021-03-08,2021-03-31,3564,53,250.28571428571428,74.0
1,898,587,2021-03-01,2021-03-14,3564,1023,906.0,278.5
4,723,587,2021-03-15,2021-03-31,2469,1023,893.6,412.0
1,191,308,2021-03-01,2021-03-14,3564,82,337.3,87.5
2,638,723,2021-02-05,2021-02-06,3564,190,537.5,537.5
1,688,504,2021-02-23,2021-02-28,4023,40,997.5,304.5
4,678,912,2021-03-01,2021-03-07,3564,53,271.42857142857144,73.0
2,796,587,2021-03-15,2021-03-31,2469,1023,848.0,171.0
4,912,308,2021-03-01,2021-03-14,3564,68,704.6666666666666,244.0
1,781,736,2021-03-01,2021-03-31,3564,249,299.75,176.0
4,736,191,2021-03-01,2021-03-31,3564,249,233.0,230.5
2,736,638,2021-03-15,2021-03-31,2469,1023,907.4,225.0
4,681,585,2021-02-05,2021-02-06,3564,190,797.5,799.5
1,736,308,2021-03-01,2021-03-14,3564,1023,634.0,126.5
1,781,678,2021-02-23,2021-02-28,4023,40,833.0,292.0
1,191,218,2021-03-01,2021-03-14,3564,190,1063.5,278.5
2,723,587,2021-03-01,2021-03-14,3564,40,1056.75,451.5
4,781,678,2021-02-23,2021-02-28,4023,40,908.75,316.5
1,912,308,2021-03-01,2021-03-14,3564,53,433.25,45.5
2,191,218,2021-02-23,2021-02-28,4023,40,1008.25,352.0
4,796,587,2021-03-01,2021-03-14,3564,48,1055.0,354.0
1,796,678,2021-03-01,2021-03-14,3564,38,490.14285714285717,52.0
1,266,308,2021-03-01,2021-03-14,3564,82,356.9,118.0
2,266,638,2021-03-01,2021-03-14,3564,43,1000.0,354.0
1,723,681,2021-03-01,2021-03-14,3564,38,892.5,407.0
2,266,638,2021-03-01,2021-03-14,3564,40,1028.75,363.5
1,585,218,2021-03-01,2021-03-14,3564,48,772.25,325.5
4,678,723,2021-03-01,2021-03-07,3564,53,336.8333333333333,109.5
1,736,681,2021-02-23,2021-02-28,4023,40,823.0,318.5
1,796,308,2021-02-23,2021-02-28,4023,40,712.0,256.0
4,806,681,2021-03-01,2021-03-14,3564,40,1027.5,378.0
1,723,681,2021-03-01,2021-03-14,3564,43,828.75,354.5
1,638,585,2021-02-05,2021-02-06,3564,190,377.5,379.0
4,736,678,2021-03-01,2021-03-14,3564,40,592.0,61.0
4,308,912,2021-03-08,2021-03-31,3564,53,191.125,77.5
4,898,218,2021-03-01,2021-03-14,3564,48,1082.5,427.0
1,688,638,2021-03-01,2021-03-14,3564,53,856.75,270.5
1,764,308,2021-03-01,2021-03-14,3564,1023,519.2857142857143,116.0
2,781,736,2021-03-01,2021-03-31,3564,249,534.5,222.0
1,723,806,2021-03-01,2021-03-31,3564,249,153.5,149.5
2,191,218,2021-03-15,2021-03-31,2469,1023,837.2,159.0
4,723,529,2021-03-01,2021-03-31,3564,249,217.75,194.5
1,54,796,2021-02-18,2021-02-19,3564,89,305.5,305.5
1,898,504,2021-03-01,2021-03-14,3564,53,957.75,302.0
4,266,308,2021-03-01,2021-03-14,3564,1023,777.5,113.0
2,688,638,2021-03-01,2021-03-14,3564,53,1084.75,324.0
1,912,638,2021-03-01,2021-03-14,3564,38,848.0,317.5
2,781,681,2021-03-01,2021-03-14,3564,190,1298.25,393.0
2,723,638,2021-03-01,2021-03-14,3564,43,1031.25,435.0
4,191,218,2021-03-01,2021-03-14,3564,38,1055.75,413.0
2,796,638,2021-03-01,2021-03-14,3564,43,992.5,359.5
4,191,638,2021-03-01,2021-03-14,3564,43,1011.25,372.5
1,898,587,2021-03-01,2021-03-14,3564,53,848.25,314.0
1,191,681,2021-03-01,2021-03-14,3564,48,765.25,304.5
1,912,638,2021-03-15,2021-03-31,2469,1023,695.6,153.0
1,796,504,2021-03-15,2021-03-31,2469,1023,806.6,122.0
4,529,308,2021-03-01,2021-03-14,3564,48,535.0,151.0
1,587,736,2021-02-23,2021-03-31,3564,38,427.5,427.5
4,806,587,2021-03-01,2021-03-14,3564,1023,1119.75,382.5
4,678,898,2021-03-08,2021-03-31,3564,53,268.25,96.0
2,723,681,2021-03-01,2021-03-14,3564,1023,1162.75,485.0
1,736,54,2021-03-15,2021-03-31,2469,1023,747.0,228.0
4,806,218,2021-03-01,2021-03-14,3564,38,1068.75,418.0
1,529,504,2021-03-15,2021-03-31,2469,1023,832.8,227.0
4,764,638,2021-03-15,2021-03-31,2469,1023,833.0,162.0
4,266,54,2021-03-01,2021-03-14,3564,190,1313.5,360.5
1,529,806,2021-03-01,2021-03-31,3564,249,165.5,190.0
1,723,681,2021-03-01,2021-03-14,3564,40,850.0,358.0
4,736,504,2021-03-15,2021-03-31,2469,1023,945.0,249.0
4,796,736,2021-03-01,2021-03-31,3564,249,685.75,206.5
1,688,529,2021-03-01,2021-03-31,3564,249,250.5,186.5
1,898,587,2021-03-01,2021-03-14,3564,43,813.25,316.0
4,736,688,2021-03-01,2021-03-31,3564,249,270.25,226.5
4,912,308,2021-03-01,2021-03-14,3564,38,554.125,123.0
4,806,218,2021-02-23,2021-02-28,4023,40,1028.25,370.5
2,688,54,2021-02-23,2021-02-28,4023,40,1042.25,390.5
1,266,587,2021-03-15,2021-03-31,2469,1023,693.4,149.0
1,678,723,2021-03-08,2021-03-31,3564,53,286.14285714285717,74.0
1,266,308,2021-03-01,2021-03-14,3564,89,383.22222222222223,59.0
4,529,688,2021-03-01,2021-03-31,3564,249,270.75,200.0
2,806,678,2021-03-01,2021-03-14,3564,40,579.0,37.0
1,736,587,2021-02-23,2021-02-28,4023,40,838.25,329.0
2,585,308,2021-03-01,2021-03-14,3564,48,541.125,157.0
1,266,54,2021-03-01,2021-03-14,3564,53,857.25,303.5
2,781,638,2021-03-01,2021-03-14,3564,40,1026.5,361.5
1,764,723,2021-03-01,2021-03-31,3564,249,174.5,170.0
2,764,638,2021-03-01,2021-03-14,3564,53,1074.25,306.0
1,191,54,2021-03-01,2021-03-14,3564,190,1071.0,304.0
2,796,308,2021-03-01,2021-03-14,3564,190,821.8,193.0
2,529,912,2021-03-01,2021-03-31,3564,249,246.0,200.0
1,781,587,2021-03-15,2021-03-31,1817,52,498.6243194281121,82.08440123729562
4,191,587,2021-03-01,2021-03-14,3564,48,1064.75,363.5
4,764,678,2021-02-23,2021-02-28,4023,40,901.0,320.0
4,308,898,2021-03-01,2021-03-07,3564,53,167.28571428571428,109.0
1,308,191,2021-03-08,2021-03-31,3564,53,194.75,62.0
1,796,308,2021-03-01,2021-03-14,3564,114,551.0,220.5
1,585,688,2021-03-01,2021-03-31,3564,249,170.5,183.0
2,736,638,2021-03-01,2021-03-14,3564,43,1014.75,384.5
4,736,806,2021-03-01,2021-03-31,3564,249,218.0,207.5
4,796,308,2021-03-01,2021-03-14,3564,190,833.4,207.0
1,912,218,2021-03-01,2021-03-14,3564,40,830.75,284.5
4,806,308,2021-03-01,2021-03-14,3564,48,597.7142857142857,238.0
1,723,587,2021-03-01,2021-03-14,3564,53,921.25,417.0
2,898,54,2021-03-01,2021-03-14,3564,48,1106.5,419.0
4,308,191,2021-03-08,2021-03-31,3564,53,191.25,88.0
1,898,308,2021-03-01,2021-03-14,3564,114,565.5,246.5
4,912,308,2021-03-01,2021-03-14,3564,40,526.375,78.5
2,912,308,2021-03-01,2021-03-14,3564,48,550.25,210.0
1,736,308,2021-03-01,2021-03-14,3564,89,394.77777777777777,69.0
1,764,585,2021-03-01,2021-03-31,3564,249,254.25,170.0
4,781,587,2021-03-01,2021-03-14,3564,40,1020.75,357.5
4,898,681,2021-03-01,2021-03-14,3564,48,1084.75,391.0
4,529,764,2021-03-01,2021-03-31,3564,249,211.25,200.0
2,191,504,2021-02-23,2021-02-28,4023,40,1168.75,377.5
1,723,681,2021-03-01,2021-03-14,3564,1023,929.25,356.5
1,781,638,2021-03-01,2021-03-14,3564,190,1053.0,282.5
4,898,308,2021-03-01,2021-03-14,3564,190,831.6,234.0
2,638,266,2021-02-05,2021-02-06,3564,190,397.5,394.5
1,266,54,2021-03-01,2021-03-14,3564,40,821.75,299.0
1,678,266,2021-03-01,2021-03-07,3564,53,223.28571428571428,65.0
4,191,638,2021-03-01,2021-03-14,3564,40,1034.75,375.5
4,723,308,2021-03-01,2021-03-31,3564,190,867.6,372.0
4,806,587,2021-03-01,2021-03-14,3564,40,1015.0,354.5
1,585,638,2021-03-01,2021-03-14,3564,53,875.0,321.5
2,585,587,2021-03-15,2021-03-31,2469,1023,911.4,245.0
2,266,681,2021-03-01,2021-03-14,3564,48,1072.0,373.5
1,736,504,2021-03-15,2021-03-31,1817,52,641.8062866958144,149.3164263357682
4,764,504,2021-02-23,2021-02-28,4023,40,1180.25,373.0
1,266,308,2021-03-01,2021-03-14,3564,40,451.42857142857144,46.0
1,191,587,2021-03-15,2021-03-31,1817,52,503.85147595755114,81.83237590219473
4,678,764,2021-03-08,2021-03-31,3564,53,272.125,106.5
4,266,678,2021-03-01,2021-03-14,3564,40,576.4285714285714,52.0
4,723,638,2021-03-01,2021-03-14,3564,48,1115.5,470.5
4,806,587,2021-03-01,2021-03-14,3564,53,1114.0,323.5
1,191,587,2021-03-01,2021-03-14,3564,190,1067.75,320.5
4,266,308,2021-03-01,2021-03-14,3564,40,567.2857142857143,53.0
1,191,308,2021-03-01,2021-03-14,3564,1023,580.6666666666666,87.5
2,806,308,2021-03-01,2021-03-31,3564,190,821.4,196.0
2,736,308,2021-03-15,2021-03-31,2469,1023,912.8,261.0
4,723,806,2021-03-01,2021-03-31,3564,249,221.5,220.0
2,723,638,2021-03-01,2021-03-14,3564,53,1125.25,430.5
4,796,218,2021-03-01,2021-03-14,3564,48,1076.25,397.0
2,898,681,2021-03-01,2021-03-14,3564,38,1068.0,437.0
2,191,681,2021-03-01,2021-03-14,3564,48,1084.75,386.5
4,191,681,2021-03-01,2021-03-14,3564,1023,1125.25,378.0
2,266,504,2021-03-15,2021-03-31,2469,1023,956.6,164.0
4,898,54,2021-03-01,2021-03-14,3564,190,1345.0,417.5
2,736,806,2021-03-01,2021-03-31,3564,249,216.25,222.5
2,796,681,2021-02-23,2021-02-28,4023,40,1029.25,374.0
1,736,218,2021-02-23,2021-02-28,4023,40,827.75,316.0
2,736,54,2021-03-01,2021-03-14,3564,43,1040.25,380.0
2,736,54,2021-03-01,2021-03-14,3564,53,1092.0,360.0
4,736,218,2021-03-01,2021-03-14,3564,43,1000.25,374.5
1,266,308,2021-03-01,2021-03-14,3564,38,480.7142857142857,55.0
1,796,218,2021-03-01,2021-03-14,3564,48,781.0,325.0
1,736,638,2021-04-15,2021-04-30,1817,48,458.57142857142856,186.0
1,529,504,2021-05-01,2021-05-14,2469,1023,894.2,227.0
1,585,308,2021-05-01,2021-05-14,2469,1023,794.4,188.0
2,898,54,2021-04-15,2021-04-30,2469,89,577.7142857142857,198.0
1,912,218,2021-04-22,2021-04-30,4023,38,772.6,151.0
4,796,54,2021-04-01,2021-04-14,2469,89,844.4,213.0
1,796,681,2021-05-01,2021-05-14,2469,1023,721.8,164.0
2,723,504,2021-05-01,2021-05-14,2469,1023,1042.6,391.0
4,781,54,2021-05-01,2021-05-14,2469,52,770.3333333333334,168.0
2,266,54,2021-05-01,2021-05-14,2469,89,887.8,210.0
2,796,54,2021-04-22,2021-04-30,4023,38,855.4,219.0
4,266,54,2021-05-01,2021-05-14,2469,48,929.6,218.0
2,191,54,2021-05-01,2021-05-14,2469,1023,882.0,186.0
2,781,587,2021-04-22,2021-04-30,4023,38,858.8,192.0
2,806,504,2021-05-01,2021-05-14,2469,89,1182.0,186.0
2,266,218,2021-04-22,2021-04-30,4023,38,858.2,209.0
2,191,504,2021-05-01,2021-05-14,2469,1023,999.6,189.0
1,898,54,2021-05-01,2021-05-14,2469,1023,715.4,133.0
1,529,587,2021-05-01,2021-05-14,2469,1023,797.2,186.0
4,898,638,2021-05-01,2021-05-14,2469,52,785.0,205.0
4,191,638,2021-04-12,2021-04-30,4023,38,856.2,187.0
4,806,638,2021-05-01,2021-05-14,2469,48,946.8,219.0
4,191,308,2021-05-01,2021-05-14,2469,1023,879.2,173.0
2,806,504,2021-05-01,2021-05-14,2469,1023,1011.8,202.0
4,912,218,2021-04-12,2021-04-30,4023,38,872.0,251.0
1,796,54,2021-04-15,2021-04-30,1817,48,452.7142857142857,160.0
2,585,218,2021-05-01,2021-05-14,2469,52,782.6666666666666,190.5
4,266,504,2021-05-01,2021-05-14,2469,52,898.1666666666666,170.5
4,191,678,2021-05-01,2021-05-14,2469,1023,908.2,202.0
1,266,54,2021-04-01,2021-04-14,2469,89,695.8,115.0
2,266,504,2021-04-22,2021-04-30,4023,38,998.0,171.0
1,723,218,2021-04-15,2021-04-30,1817,48,475.57142857142856,289.0
2,529,54,2021-05-01,2021-05-14,2469,1023,1001.6,245.0
2,898,587,2021-04-22,2021-04-30,4023,38,865.2,257.0
1,898,587,2021-04-12,2021-04-30,4023,38,783.8,168.0
1,806,54,2021-05-01,2021-05-14,2469,89,708.4,135.0
1,796,308,2021-05-01,2021-05-14,1817,114,524.6874600376663,98.71224682710636
1,191,54,2021-04-12,2021-04-30,4023,38,766.0,128.0
2,912,638,2021-05-01,2021-05-14,2469,52,772.3333333333334,203.5
4,723,681,2021-05-01,2021-05-14,2469,1023,922.6,366.0
4,806,54,2021-05-01,2021-05-14,2469,52,759.1666666666666,157.5
1,796,587,2021-05-01,2021-05-14,2469,48,664.8,143.0
2,736,54,2021-05-01,2021-05-14,2469,48,936.4,269.0
4,266,681,2021-05-01,2021-05-14,2469,1023,883.4,173.0
4,191,587,2021-05-01,2021-05-14,2469,48,932.0,214.0
2,764,638,2021-05-01,2021-05-14,2469,1023,915.4,185.0
1,806,681,2021-04-15,2021-04-30,1817,48,456.42857142857144,173.0
2,796,54,2021-04-01,2021-04-14,2469,89,793.2,222.0
1,736,587,2021-04-15,2021-04-30,1817,48,458.2857142857143,233.0
1,912,638,2021-05-01,2021-05-14,2469,1023,732.0,118.0
2,806,218,2021-05-01,2021-05-14,2469,1023,893.8,213.0
1,736,678,2021-05-01,2021-05-14,1817,114,563.464777362724,201.47306039369928
2,191,681,2021-04-15,2021-04-30,1817,48,626.4285714285714,274.0
4,796,504,2021-05-01,2021-05-14,2469,52,911.8333333333334,204.0
4,736,504,2021-05-01,2021-05-14,2469,52,896.0,190.0
4,764,504,2021-05-01,2021-05-14,2469,1023,1005.6,192.0
2,796,504,2021-04-22,2021-04-30,4023,38,1014.2,218.0
4,781,504,2021-04-22,2021-04-30,4023,38,1004.8,194.0
1,585,218,2021-05-01,2021-05-14,2469,48,667.2,180.0
2,723,638,2021-05-01,2021-05-14,2469,52,807.5,283.5
2,191,218,2021-04-15,2021-04-30,1817,48,630.1428571428571,296.0
2,266,587,2021-05-01,2021-05-14,2469,1023,881.6,168.0
1,723,587,2021-04-22,2021-04-30,4023,38,801.0,314.0
4,898,638,2021-04-15,2021-04-30,1817,48,635.0,255.0
4,723,587,2021-04-22,2021-04-30,4023,38,890.2,379.0
1,736,504,2021-04-12,2021-04-30,4023,38,897.8,211.0
2,266,504,2021-05-01,2021-05-14,2469,1023,1008.6,189.0
2,898,54,2021-05-01,2021-05-14,2469,1023,885.4,189.0
1,191,218,2021-05-01,2021-05-14,2469,52,551.6666666666666,133.0
1,191,587,2021-05-01,2021-05-14,2469,52,551.6666666666666,143.0
4,806,218,2021-04-22,2021-04-30,4023,38,858.4,199.0
4,912,638,2021-05-01,2021-05-14,2469,52,786.1666666666666,189.5
1,898,504,2021-05-01,2021-05-14,2469,1023,840.2,121.0
1,764,504,2021-05-01,2021-05-14,2469,1023,851.4,137.0
1,806,638,2021-04-12,2021-04-30,4023,38,774.6,141.0
4,796,54,2021-05-01,2021-05-14,2469,52,791.3333333333334,193.5
1,796,218,2021-05-01,2021-05-14,1817,114,530.3253691340536,99.17713966930623
4,912,681,2021-05-01,2021-05-14,2469,1023,936.6,221.0
1,585,54,2021-05-01,2021-05-14,2469,1023,801.4,222.0
2,688,504,2021-04-22,2021-04-30,4023,38,1014.2,222.0
4,736,218,2021-05-01,2021-05-14,2469,48,931.2,224.0
4,898,504,2021-04-12,2021-04-30,4023,38,1012.2,238.0
4,529,587,2021-05-01,2021-05-14,2469,1023,976.6,233.0
1,898,504,2021-05-01,2021-05-14,2469,89,1063.8,120.0
2,898,638,2021-05-01,2021-05-14,2469,48,944.0,258.0
4,736,587,2021-04-22,2021-04-30,4023,38,848.0,266.0
4,723,54,2021-04-12,2021-04-30,4023,38,912.4,411.0
4,898,54,2021-04-01,2021-04-14,2469,89,851.2,199.0
2,781,638,2021-04-22,2021-04-30,4023,38,859.4,190.0
4,585,638,2021-05-01,2021-05-14,2469,52,795.6666666666666,213.0
2,266,587,2021-05-01,2021-05-14,1817,114,658.3279844297077,148.14585238102617
2,736,587,2021-05-01,2021-05-14,2469,1023,967.6,264.0
2,898,638,2021-04-15,2021-04-30,1817,48,643.0,263.0
4,796,504,2021-04-15,2021-04-30,2469,89,876.5714285714286,187.0
4,723,638,2021-05-01,2021-05-14,1817,114,691.7113107790556,403.2505230498539
2,736,678,2021-05-01,2021-05-14,1817,114,702.2495844075148,251.2681446659685
2,898,504,2021-04-22,2021-04-30,4023,38,1026.2,223.0
2,796,638,2021-04-15,2021-04-30,1817,48,634.8571428571429,249.0
4,529,638,2021-05-01,2021-05-14,2469,52,788.0,200.5
2,898,587,2021-05-01,2021-05-14,2469,52,787.8333333333334,211.0
1,723,218,2021-04-22,2021-04-30,4023,38,800.2,312.0
2,723,681,2021-04-15,2021-04-30,1817,48,660.1428571428571,373.0
4,898,587,2021-05-01,2021-05-14,2469,48,934.0,240.0
2,266,587,2021-04-12,2021-04-30,4023,38,861.8,214.0
2,191,638,2021-04-12,2021-04-30,4023,38,862.8,185.0
2,796,681,2021-05-01,2021-05-14,2469,48,926.6,205.0
2,266,218,2021-05-01,2021-05-14,2469,52,773.6666666666666,168.5
2,806,587,2021-04-12,2021-04-30,4023,38,869.0,210.0
1,781,504,2021-05-01,2021-05-14,2469,1023,860.2,140.0
1,806,681,2021-05-01,2021-05-14,2469,48,657.2,167.0
2,585,587,2021-05-01,2021-05-14,2469,1023,974.0,271.0
4,736,218,2021-04-12,2021-04-30,4023,38,847.6,237.0
4,266,504,2021-04-12,2021-04-30,4023,38,1004.2,208.0
2,781,504,2021-04-12,2021-04-30,4023,38,1000.2,185.0
2,806,54,2021-04-22,2021-04-30,4023,38,862.0,219.0
4,736,54,2021-04-15,2021-04-30,1817,48,640.0,270.0
1,191,54,2021-04-15,2021-04-30,1817,48,458.2857142857143,169.0
4,736,638,2021-04-15,2021-04-30,1817,48,650.0,277.0
1,898,504,2021-04-01,2021-04-14,2469,89,1065.8,138.0
4,266,587,2021-04-22,2021-04-30,4023,38,869.0,216.0
4,529,218,2021-05-01,2021-05-14,1817,114,711.9098658473545,282.0766140718329
2,764,54,2021-05-01,2021-05-14,2469,52,772.0,145.5
4,723,638,2021-05-01,2021-05-14,2469,1023,934.4,375.0
4,266,587,2021-05-01,2021-05-14,2469,52,774.0,160.5
2,806,638,2021-05-01,2021-05-14,2469,1023,902.4,209.0
4,796,587,2021-04-12,2021-04-30,4023,38,858.4,231.0
2,266,638,2021-05-01,2021-05-14,2469,48,929.0,198.0
2,806,54,2021-04-15,2021-04-30,2469,89,579.0,199.0
2,796,587,2021-04-12,2021-04-30,4023,38,867.4,211.0
4,266,218,2021-04-15,2021-04-30,1817,48,638.5714285714286,253.0
2,898,218,2021-05-01,2021-05-14,2469,1023,886.0,214.0
1,781,218,2021-04-12,2021-04-30,4023,38,765.4,164.0
2,723,218,2021-05-01,2021-05-14,2469,1023,937.8,392.0
1,898,54,2021-05-01,2021-05-14,2469,89,702.8,166.0
1,781,218,2021-05-01,2021-05-14,2469,52,556.5,161.0
1,736,587,2021-05-01,2021-05-14,2469,48,682.2,218.0
4,898,218,2021-05-01,2021-05-14,1817,114,673.265886223031,263.59424152732794
2,898,54,2021-05-01,2021-05-14,1817,114,668.9603797514374,265.45381289612743
1,723,218,2021-05-01,2021-05-14,2469,48,699.4,311.0
